TRAVEL_ID,POI_ID,POI_NM
d_d000684,POI01000000C2A74V,광명샤인빌/107동
d_d001666,POI010000006W03BC,제주4.3평화교육센터
d_d003135,POI01000000B31ZGQ,저지문화예술인마을
c_c000316,POI01000000BSBRXY,여수해상케이블카놀아정류장
d_d002456,POI01000000B1KE39,한강시민공원여의도지구
a_a003610,POI010000006EGDW5,송도한옥마을어담
d_d001307,POI01000000C9HWLF,서진빌라
d_d001013,POI0100000078QEGV,달이머무는펜션
d_d009302,POI010000006VWMBQ,동문시장
d_d002351,POI01000000C6FWRG,주주베A
d_d002055,POI010000006W3YGF,항파두리항몽유적지
d_d001513,POI01000000C0FNCM,송도해모로아파트/101동
d_d000683,POI0100000078S9P1,호텔위드제주
d_d001006,POI01000000ALAVKG,호텔케니
d_d001523,POI010000006VSVCW,해조대펜션
d_d010575,POI01000000BSCGYP,서귀포시공영주차장
a_a000734,POI0100000000VUDY,마니산
d_d003180,POI01000000B31C7U,여미지하우스
d_d007489,POI010000006GO1IP,개화역광역환승센터
d_d012383,POI01000000BZ0KZP,일우연동연립
d_d005410,POI010000006GG7MR,경복궁태원전
d_d010245,POI01000000EHG9GW,성산일출봉
d_d001999,POI01000000EBS1DR,NH농협은행제주수련원
d_d000846,POI01000000BSCH1T,엠스테이호텔제주
d_d001606,POI01000000ALBVGD,제주신화월드테마파크
d_d006209,POI01000000EGOFIB,거제포로수용소유적공원포로폭동체험관
d_d001160,POI010000006W0UIA,삼다도횟집본점
d_d008228,POI01000000C9M6U3,휴안101동
d_d001949,POI01000000EG6N1K,예벤에셀함덕호텔
c_c000432,POI01000000BZHRJX,금오도비렁길여객터미널
d_d006659,POI01000000C1NBW3,광나루현대아파트/101동
d_d003691,POI01000000B308I0,영선농원
d_d002873,POI01000000BZ216F,정방폭포
d_d001729,POI01000000B31HZR,이노에듀파크
a_a002690,POI0100000069P8GO,평택호관광안내소
d_d001453,POI01000000C1HO9N,강일리버파크9단지/913동
d_d001535,POI01000000EG3SK5,제주드림타워복합리조트
d_d003747,POI010000006VS9TR,시드게스트민박
d_d012438,POI01000000EG4HGR,레지던스에코드반트
d_d001629,POI01000000E8720R,충혼묘지
d_d001763,POI01000000C37BNG,대덕테크노밸리5단지신동아파밀리에아파트/509동
d_d002558,POI0100000078S9P1,호텔위드제주
d_d004747,POI01000000EG8RI7,이마트서귀포점
d_d009969,POI01000000B5PAT4,벽산타운아파트5단지
d_d005816,POI01000000B3517N,HOTELSIRIUS
d_d010447,POI0100000078PZ21,바다에머물다펜션
d_d004156,POI01000000ALA6OV,제주올레여행자센터
d_d010299,POI0100000078QMG3,PEPPERMINTLOUNGE
a_a000321,POI01000000ALMYBM,JHOUSE
d_d005276,POI01000000BZB3EY,신경주역
d_d007388,POI01000000EBRRFI,이호테우해수욕장
d_d000537,POI010000006VWMBQ,동문시장
d_d000537,POI01000000EG8W60,서양차관
d_d007844,POI010000006VSVBV,협재회관
d_d002955,POI01000000B30OQO,삼성전자서귀포센타
d_d007825,POI01000000B30PQP,파라다이스호텔
d_d006713,POI01000000ALDPB4,서프라이즈테마파크
d_d002217,POI01000000C4OY1Z,정상쉐르빌
d_d000030,POI01000000AOGRAB,호텔휘슬락
d_d001378,POI01000000BZ1Z39,천지연폭포
d_d005593,POI010000006VWTE0,민속자연사박물관
d_d003507,POI01000000B30PQP,파라다이스호텔
d_d003042,POI010000006VSOGT,포도뮤지엄
d_d001011,POI01000000BSCIUN,한동제일수련원
d_d005091,POI010000006W34PU,갤럭시렌터카
b_b000218,POI010000006BIZ60,나리관광펜션
d_d001934,POI01000000ALC6KT,한림공원
b_b005863,POI010000006VM47U,대한농업인건강관리실
d_d004957,POI01000000B7A8SO,자갈치시장
d_d010343,POI01000000CDAK1G,천백고지휴게소
c_c002880,POI01000000C00BGZ,아산역
d_d011338,POI01000000B31S25,제주스카이관광랜드(주)폴리파크
d_d001678,POI010000006W7KWL,네거리식당
d_d010229,POI01000000B34EE6,수앤수호텔
d_d002228,POI01000000BG6NN3,외돌개관광단지
d_d001894,POI01000000BSCIUN,한동제일수련원
d_d003168,POI0100000078KLO4,샤워실
d_d000928,POI01000000C9MLF3,소예가
d_d001655,POI01000000BZ1L6Y,김녕해수욕장
d_d004459,POI01000000B351IY,연동블루아일랜드
d_d003024,POI01000000BZ216F,정방폭포
d_d001404,POI01000000EBRRFI,이호테우해수욕장
d_d001305,POI010000006VVSP9,탑동해수사우나찜질방
d_d002953,POI010000006W1188,하르방
b_b009947,POI01000000BS9CBV,삼성벽지
d_d002481,POI01000000BG6WB0,만장굴
d_d006226,POI010000006W7Q50,선샤인호텔
d_d009772,POI01000000EG5QYJ,MC타워
d_d001646,POI01000000DM7Q5X,성서보성화성타운/소리나무음악교습소
d_d001544,POI01000000ALBVGD,제주신화월드테마파크
a_a000310,POI01000000C1NZFA,길훈아파트/106동
d_d004325,POI01000000EG9PXL,북살롱이마고
d_d001637,POI010000006W4O3T,SOIL정석주유소
d_d007755,POI010000006W0Q3R,웰빌딩
d_d005424,POI010000006W5ZUW,라마다앙코르서귀포호텔
b_b003993,POI01000000BYS0FC,한화리조트거제벨버디어
d_d009066,POI01000000ALBVGD,제주신화월드테마파크
d_d000946,POI01000000C2SZZ0,"천년가맘스카운티아파트,202동"
b_b002795,POI010000008Z80V6,GS25
c_c004333,POI01000000B2KBQU,흙두루미펜션민박
d_d004730,POI0100000078SMAZ,플로라제이드림호텔
d_d000856,POI01000000C9NN8Z,허니빌2동
b_b004621,POI0100000076MV1R,거제맹종죽테마파크
d_d002413,POI010000006W2FIX,SODIFF벤처오피스텔
d_d007963,POI01000000B32AQC,제주해녀박물관
d_d007150,POI01000000EG7K8P,아름다운리조트
d_d000317,POI01000000BZ1N4Y,라온더마파크
d_d012449,POI01000000B31Y5E,오설록티뮤지엄
d_d000152,POI01000000BXSE2C,원주공항
d_d001393,POI01000000EG91RR,쌍둥이횟집
d_d006393,POI010000006W0UJB,제주현대렌트카
d_d008205,POI01000000BZ0FJ4,한수폴랜드
d_d006267,POI01000000E8720R,충혼묘지
d_d001319,POI010000006VSC01,꽃가람
d_d002773,POI01000000C2DPFR,성당래미안E-편한세상3단지아파트/305동
a_a000671,POI010000006DU0PY,노을펜션104동
d_d000683,POI010000009A3K13,이춘옥원조고등어쌈밥
d_d001502,POI01000000BZ29J0,제주금호리조트
d_d000210,POI01000000EG81ED,제주중문특급호텔리노베이션및증축사업
d_d000841,POI01000000BSCHE6,더스위트호텔
d_d000404,POI010000006W44DJ,샹그릴라호텔
d_d002768,POI01000000B34W2C,SK렌터카
d_d010461,POI01000000DM102Y,노스런던컬리지에잇스쿨주니어스포츠센터
d_d004366,POI01000000EHGJ7X,소노캄제주소노호텔앤리조트
d_d001984,POI010000006YDGVO,조은한의원
d_d001404,POI01000000EHG9GW,성산일출봉
b_b003804,POI01000000B77LX3,지족시장
c_c002513,POI01000000BSBRXY,여수해상케이블카놀아정류장
d_d002440,POI01000000ALC4AH,금능석물원
d_d006679,POI01000000C9HFMZ,은하훼밀리
d_d004052,POI01000000ALD37E,삼양동해녀탈의장
d_d010496,POI01000000EG9VVP,고호의정원
d_d000392,POI01000000C1DE44,목동9단지아파트/932동
d_d010180,POI01000000B3EBON,목포항국제여객터미널
d_d002162,POI010000006VVRVE,오렌지트리호텔
d_d006384,POI01000000EBRRFI,이호테우해수욕장
d_d001360,POI01000000B32A2O,쏠투민박
d_d002103,POI01000000BZ1T77,산방산온천
d_d005862,POI010000006VSVBV,협재회관
d_d001836,POI01000000ALAURM,우리들컨트리클럽하우스
d_d001883,POI01000000EG4O0I,화이트하우스호텔
d_d001208,POI01000000EG7UWN,세계자동차&피아노박물관
d_d001087,POI01000000BZ1XNR,한국콘도
d_d001936,POI0100000078S9P1,호텔위드제주
d_d011528,POI0100000078KLO4,샤워실
d_d001394,POI01000000C8NAFS,에덴파크
d_d001854,POI01000000C1BKQU,염창동3차동아아파트/306동
d_d004817,POI01000000C29RCM,연동한일시티파크
d_d002269,POI01000000BZLXWK,화순금호리조트
d_d002933,POI010000006W0H2H,에코랜드테마파크
b_b001584,POI01000000C2VP82,선수촌아파트/103동
d_d002269,POI0100000071G52R,소쇄원광풍각(명승제4호)
d_d006740,POI01000000B327N6,플레이스
d_d004299,POI0100000078KLO4,샤워실
d_d007013,POI01000000AMCQYS,르보아씨티
d_d001625,POI01000000BZ1DN7,제주항연안여객터미널
d_d006384,POI010000006W2E0E,호텔해피데이
d_d003867,POI01000000BZ1Z39,천지연폭포
a_a003416,POI01000000C9J9Y7,블루파크시티
d_d010226,POI010000006VSNP1,제주동마트
d_d000357,POI01000000EG5QZK,성진빌딩
d_d007584,POI01000000C0Z7ZD,영통아이파크캐슬2단지아파트/116동
d_d006312,POI010000006VSVBV,협재회관
d_d004626,POI010000006W32HK,아이진호텔
d_d001363,POI01000000EBRRFI,이호테우해수욕장
d_d009662,POI01000000ALBVGD,제주신화월드테마파크
d_d002872,POI01000000ALHJG7,유수암캠핑장
d_d004529,POI01000000EG7YVQ,부띠끄스테이스놉
d_d001704,POI01000000BZ1DN7,제주항연안여객터미널
d_d002402,POI01000000EBRRFI,이호테우해수욕장
d_d001987,POI01000000ALD37E,삼양동해녀탈의장
d_d009449,POI01000000C9LYYY,"꿈에그린2단지아파트,202동"
d_d010343,POI01000000BG6KS5,자연속으로
d_d004817,POI0100000078KE6F,유어스호텔
d_d008022,POI01000000AL9D0D,조안베어뮤지엄
d_d009088,POI01000000EBRRFI,이호테우해수욕장
d_d000670,POI010000006VVN1G,아스타호텔
d_d003111,POI01000000BZ29J0,제주금호리조트
d_d005167,POI01000000B33XX7,제스코마트
d_d009421,POI010000006VWMBQ,동문시장
d_d004410,POI01000000E873A2,견월교
d_d001875,POI010000006VYIMZ,노블레스빌딩
d_d003445,POI010000006W7MQH,서귀빌딩
d_d002451,POI01000000B332CR,한라산관음사일주문
d_d005087,POI01000000ALBVGD,제주신화월드테마파크
d_d009909,POI01000000BG6W1Q,휘닉스아일랜드
b_b002847,POI01000000B78ZI3,부산세관수련원
d_d002953,POI01000000BG6RCW,항공우주박물관
d_d010240,POI01000000EG57XZ,시민빌딩
d_d002054,POI01000000EBRPYZ,곽지해변
d_d007742,POI01000000ALD37E,삼양동해녀탈의장
d_d006312,POI0100000078LCNV,casa블루
d_d003969,POI01000000C2AAA4,제주일도우성1차아파트/104동
d_d009220,POI01000000B31Y5E,오설록티뮤지엄
a_a000652,POI01000000B5FTRB,그랜드하얏트호텔
d_d003135,POI01000000B31ZGQ,저지문화예술인마을
d_d003179,POI01000000B5PUWR,시흥갯골생태공원
d_d000852,POI01000000EG7PJ5,제주서프하우스
d_d003536,POI010000006VWMBQ,동문시장
c_c004517,POI01000000AK081Z,유스퀘어광주종합버스
d_d002891,POI010000009IYIJM,부두식당
b_b004853,POI010000006UW2NH,김용기내과
d_d010606,POI010000006VSVBV,협재회관
d_d007112,POI01000000BUTRM7,스토리빌
d_d004077,POI010000006VWNAQ,동문시장고객지원센터
d_d003592,POI01000000B33DA0,샨티게스트하우스
d_d006737,POI010000006K0POZ,금호타운어울림아파트/경비실
d_d001881,POI01000000BZ0IJ7,영보아파트
a_a002690,POI010000006RCHRD,소풍정원
c_c003035,POI01000000BZZGN8,꽃지해수욕장
d_d004049,POI01000000EG7JXD,고성오일시장
d_d000212,POI01000000C0K192,세종아파트/643동
d_d006984,POI01000000B314AP,우림랜드
d_d005862,POI01000000C9P47H,아이뜨락B동
d_d009165,POI01000000ALJ53I,더세븐렌터카
d_d001678,POI01000000ALA6PW,호텔썬비치
d_d002841,POI01000000BZ1Z39,천지연폭포
d_d004104,POI010000006VSVBV,협재회관
d_d010844,POI01000000C13PMN,삼보아파트/404동
d_d009259,POI01000000ALBFBS,카멜리아힐
d_d002613,POI01000000ALD37E,삼양동해녀탈의장
d_d009786,POI01000000ALJGWM,연동리슈빌디에스
d_d000429,POI01000000BZ26GU,제주서귀포혁신도시LH1단지
d_d002166,POI010000006VVQHZ,제주스테이호텔
d_d000281,POI01000000EHG1T1,에코랜드테마파크호텔
d_d000746,POI01000000B30RRS,HOTELWINSTORY
d_d009145,POI01000000B31L84,본태박물관
b_b004936,POI01000000B76ASM,외도해상농원
d_d007500,POI010000006VRQWA,김녕휴게소
a_a000408,POI01000000ETYRWO,은성워터테크
d_d002575,POI01000000AK081Z,유스퀘어광주종합버스
d_d001625,POI01000000BXUEYA,인천항연안여객터미널
d_d001030,POI01000000C9JNWJ,삼도펠리체
b_b002796,POI01000000775P6A,클럽이에스통영리조트
d_d001229,POI010000006VVFMT,우방종합건설(주)
b_b002249,POI01000000BYS0FC,한화리조트거제벨버디어
d_d009068,POI01000000C9J9Y7,블루파크시티
c_c007599,POI01000000C2QNI5,일곡롯데아파트/106동
d_d001223,POI01000000C0OZHC,서해아파트/102동
d_d000484,POI010000006XZMVF,학림회센타
d_d007583,POI01000000C9KKI3,다담빌리지103동
d_d000663,POI010000006W7SQN,호텔신세계
d_d005935,POI01000000BYH6ME,제2롯데월드
d_d010336,POI010000006VSVBV,협재회관
d_d004104,POI010000006VWMBQ,동문시장
d_d001455,POI01000000BSCMVS,메종글래드제주호텔
d_d005329,POI01000000EG8RI7,이마트서귀포점
d_d009157,POI01000000B3576S,수목원테마파크
d_d006711,POI01000000ALC61A,블루하와이호텔
d_d002091,POI01000000DMG33H,주은풍림아파트
d_d003370,POI01000000EG8RI7,이마트서귀포점
d_d006166,POI01000000B22K2X,가락시영재건축현장
d_d009662,POI010000006VWF8G,호텔하니크라운
a_a008642,POI01000000C151KZ,청라린스트라우스/104동
d_d011481,POI01000000EHG8ZE,성산포항종합여객터미널주차타워
d_d001805,POI01000000C190L3,백마마을3단지금호한양아파트/308동
d_d002711,POI01000000B19IYX,신성미소지움푸른솔마을
d_d008039,POI01000000ALHNHC,발리렌트카
d_d000781,POI0100000078QHWE,유탑유블레스호텔
d_d009918,POI01000000EHG9GW,성산일출봉
d_d001616,POI0100000078KELU,코코스펜션
d_d010433,POI01000000EHG8ZE,성산포항종합여객터미널주차타워
d_d010109,POI01000000B30FLA,새만부점
d_d002459,POI01000000EHG9GW,성산일출봉
d_d002166,POI0100000078KDW4,백팩커스홈
d_d010253,POI01000000B332CR,한라산관음사일주문
d_d002098,POI01000000EG5QZK,성진빌딩
d_d003131,POI01000000BG7442,한국병원
d_d000141,POI01000000B30PQP,파라다이스호텔
d_d001142,POI0100000078Q9T3,여기머물다
d_d001625,POI01000000E8720R,충혼묘지
d_d005338,POI01000000AL9QF5,서귀포강정지구중흥SCLASS
d_d004370,POI010000006VSVBV,협재회관
d_d005896,POI010000006W6QPJ,자인빌리지펜션1동
d_d002378,POI01000000E8720R,충혼묘지
a_a000328,POI010000006GE264,함허동천회관
d_d010383,POI0100000078KLO4,샤워실
d_d002717,POI010000006VSUAT,하모니리조트
d_d004726,POI01000000C2UBVA,김제검산2단지휴먼시아/206동
d_d004070,POI01000000BZ28BR,서귀포시국민체육센터서부도서관
d_d001437,POI010000006W0H2H,에코랜드테마파크
c_c003894,POI010000006WVOHY,덕유산국립공원남덕유분소
d_d004656,POI01000000B31QBC,성이시돌목장
d_d005862,POI01000000BZ1OFA,명월리백난아기념관
d_d000203,POI010000006VWNAQ,동문시장고객지원센터
d_d004615,POI01000000EG4KES,마미포유
d_d001588,POI01000000EG7LQ8,정치망횟집펜션
d_d001103,POI010000006VWJV7,동광해운(주)
c_c000316,POI010000008U3RH9,해양식당
c_c001002,POI010000006YD5DV,헤르만헤세펜션블루
d_d003180,POI01000000EG4M3J,롯데마트제주점
d_d000743,POI010000006W7HYK,오션팰리스호텔제주
d_d003392,POI01000000EHG8ZE,성산포항종합여객터미널주차타워
d_d001453,POI010000006W79ES,퍼시픽랜드
d_d002527,POI01000000B1E0H3,FIRSTGARDEN
d_d001463,POI010000006VWMBQ,동문시장
d_d005165,POI01000000C9NRLG,한신더휴아파트124동
d_d006985,POI010000006VY6RS,제주마실게스트하우스
a_a000953,POI01000000B69I6A,소하람1
d_d001527,POI01000000B33HVP,절물휴양림
a_a003610,POI010000006EGK5L,컴팩스마트시티
d_d002251,POI010000006H7Z1Q,세르보빌딩
d_d004288,POI0100000078SKSF,에코렌트카
d_d002972,POI01000000EBRTMR,제주오름승마랜드
c_c002769,POI01000000BSBRXY,여수해상케이블카놀아정류장
d_d003287,POI01000000EBRRFI,이호테우해수욕장
d_d012263,POI01000000B30YAI,약천사종무소
d_d001011,POI01000000BZ271G,에띠에리조트
d_d005997,POI01000000B1KLN0,조선왕릉서부지구관리소
b_b000542,POI01000000672P22,부전시장
d_d012203,POI01000000B317SA,미르빌펜션
a_a004230,POI010000006EHICR,BMW드라이빙센터
b_b000938,POI01000000CRTVXK,젤라또
d_d004058,POI01000000C9GMTC,라온빌
a_a002463,POI01000000ALMYBM,JHOUSE
d_d001363,POI01000000B314GV,여미지식물원
d_d009301,POI01000000B32MRP,메이즈랜드웰빙한식당
d_d009412,POI010000006GO78L,정음악학원
d_d002038,POI01000000BT4TJG,서문시장
d_d011816,POI0100000078KRZL,GNB영어전문학원
d_d004031,POI0100000078KLO4,샤워실
d_d007104,POI01000000ALA1PR,아트스테이
d_d002318,POI010000006VWMBQ,동문시장
d_d010266,POI0100000078IQ8R,BRICKSHOTEL
d_d007169,POI01000000B33QGJ,하버호텔
d_d001515,POI01000000B314AP,우림랜드
d_d001376,POI01000000BG6W1Q,휘닉스아일랜드
d_d002114,POI01000000B30PQP,파라다이스호텔
d_d001844,POI01000000C9NJE1,대박빌
d_d001038,POI01000000EG7TC2,아르떼뮤지엄
d_d004048,POI010000006W7MH8,이중섭거주지
a_a001118,POI01000000C6BO2F,삼원빌라
c_c002576,POI01000000EBO8BS,오동도공원
d_d008255,POI01000000BSCGYP,서귀포시공영주차장
d_d002096,POI01000000BZ1Z39,천지연폭포
d_d001775,POI01000000EBRRFI,이호테우해수욕장
a_a002913,POI010000006L7FEN,석관레미안아파트/래미안어린이집
d_d000683,POI0100000060SQQA,금오름
d_d005896,POI01000000BYPKV9,밀양연극촌
d_d010229,POI01000000BZ1SWV,쉘스토리리조트
d_d001560,POI01000000C9MVHF,영원하우스
d_d000169,POI010000006W4SSM,한림수산업협동조합
d_d001833,POI01000000BZ1NC6,메가리조트
d_d002375,POI01000000BSCMVS,메종글래드제주호텔
d_d008117,POI010000006VVQHZ,제주스테이호텔
d_d000291,POI010000008ZPD49,스만스
d_d006195,POI01000000CDA88B,모살밭휴게소
d_d012307,POI01000000C9P91G,헤리지움A동
d_d000086,POI010000006W8N81,해비치호텔앤리조트
d_d004061,POI010000006Y3D0G,시산리노인정
d_d004968,POI01000000EG6SAY,에이바우트스타디움
d_d001514,POI01000000BSCIMF,THECLOUDHOTEL
d_d002861,POI0100000078KLXD,카페
d_d001994,POI01000000EBRRFI,이호테우해수욕장
d_d001924,POI01000000C2EPAN,이시아폴리스 더샵 3차/312동
d_d000920,POI0100000078SKSF,에코렌트카
d_d000407,POI01000000EG4431,시쓰테이호텔
d_d004817,POI01000000B339PB,제주농산물종합유통센터
d_d012368,POI01000000C9KIZI,남광빌라B동
d_d006359,POI01000000C2ANZ6,서귀포혁신도시LH1단지아파트/107동
d_d000769,POI01000000B354TC,MG새마을금고제주연수원
d_d001409,POI010000006VS3H9,제주평대림비자나무숲청소년수련원본관
d_d012235,POI01000000E862RH,제주조각공원버스정류장
d_d011384,POI01000000BSCGYP,서귀포시공영주차장
d_d012463,POI01000000EBPA8S,목천휴게소
d_d004730,POI01000000EBRRFI,이호테우해수욕장
b_b000543,POI010000006BIWMD,울릉도여객터미널도동항게이트웨이
d_d009464,POI01000000668EWQ,하이레지던스
c_c002779,POI01000000C1K0TM,정릉1차중앙하이츠빌아파트/101동
d_d000538,POI01000000EG50YT,AJ렌트카
b_b003850,POI01000000736V6D,MG새마을금고포항죽도제2지점
d_d002223,POI01000000ALH80G,애월렉슬
d_d001648,POI01000000B3342J,선진수산
d_d005738,POI01000000EG4U4S,가람빌딩
d_d007907,POI010000006VSOGT,포도뮤지엄
d_d007112,POI01000000C9KD7L,헤아림빌
d_d006067,POI010000006W7MG7,덕성원
d_d010281,POI01000000BZ1I7W,세화해수욕장
d_d003215,POI01000000C9GK7O,낭그린빌101동
d_d002193,POI01000000BXPPYG,강문해수욕장
d_d008982,POI010000006W7BS8,ICC제주국제컨벤션센터
d_d010363,POI01000000BSCGYP,서귀포시공영주차장
b_b000512,POI010000006VOJY2,무형문화재전수회관
b_b004557,POI01000000EHGLZR,아르떼리조트
d_d002091,POI01000000E8720R,충혼묘지
a_a002935,POI01000000B5IVAZ,영종역사문화회관
d_d006693,POI01000000C19R3C,상암월드컵파크11단지아파트/1103동
c_c001519,POI01000000B3X2BK,안면도동화마을펜션6동
d_d001827,POI01000000BWMXWI,신라교
d_d005200,POI01000000B327N6,플레이스
d_d009189,POI0100000078SA8L,글로스터호텔제주
d_d007594,POI0100000078T36D,유디서귀포치과의원
a_a012195,POI0100000078RPRI,흰수염고래리조트
d_d000920,POI010000006VWNAQ,동문시장고객지원센터
d_d002122,POI01000000ALAFS8,코업시티호텔하버뷰
d_d009814,POI010000006VS9NL,더포그레이리조트
d_d009283,POI01000000BG6NN3,외돌개관광단지
d_d002575,POI01000000EG6NGZ,BLBETTERLIFE&COMPANY
d_d006278,POI01000000ALCMUJ,우도물들이해녀의집
d_d003527,POI0100000078LDEN,1158게스트하우스
d_d009852,POI01000000BXSE2C,원주공항
d_d005811,POI010000006UR3ND,태종대유원지요금소
d_d000025,POI01000000DNWWAY,쌍용자동차안중서비스프라자
d_d004827,POI01000000C2ARW7,동홍2단지주공아파트/206동
d_d008994,POI0100000078KLO4,샤워실
d_d010134,POI010000006W7KZO,유선약국
d_d000036,POI01000000CC0WVB,행복나라
d_d000431,POI01000000CP80IN,일해영어조합법인
d_d000619,POI010000006VU786,장위동유성집
a_a005813,POI01000000B5FRYG,왕산돌고래횟집
d_d007486,POI01000000B32BL8,고향농수산
d_d000516,POI01000000ALAVKG,호텔케니
d_d002327,POI010000006VVL6J,바이바더게스트하우스
d_d002456,POI01000000C2LEGP,대유타운아파트/101동
d_d012439,POI01000000B31Y5E,오설록티뮤지엄
d_d000395,POI010000006VWNZF,수협수산물종합판매장
d_d002965,POI01000000ALBVGD,제주신화월드테마파크
d_d002011,POI01000000B31Y5E,오설록티뮤지엄
d_d001649,POI010000006W3YGF,항파두리항몽유적지
d_d010172,POI01000000EG8HVA,제주위너펜션
d_d010185,POI01000000C9JCU6,한담풍경하우스
d_d010399,POI010000006R00IB,신한은행신부동지점
d_d000006,POI01000000CRO0QD,엔피큐북스
d_d002198,POI010000006W8KI8,해비치호텔앤리조트
d_d006855,POI01000000EHG9GW,성산일출봉
d_d007623,POI010000006VWMBQ,동문시장
d_d001144,POI01000000C9P33C,시티파크
b_b001939,POI01000000DJYPJY,독도1025
d_d001281,POI01000000EG5432,탑동수산시장
c_c003337,POI01000000BG412U,모텔식스
d_d009165,POI01000000ALD37E,삼양동해녀탈의장
d_d000101,POI010000006VUHEM,화순항종합관리센터
d_d001360,POI0100000078QD4I,제주티라호텔
d_d002747,POI01000000B30VIN,중문사우나
d_d009073,POI01000000EBRRFI,이호테우해수욕장
d_d003671,POI01000000BG6K1E,제주허브동산
d_d002126,POI01000000EG7R1P,제주신화빌라스콘도310동
d_d002413,POI01000000ALJAJ3,청목더월연동
d_d002533,POI010000006PELPF,한국철도공사대전충남본부
d_d004615,POI01000000BZ0BIZ,해운대해수욕장
b_b011774,POI010000006VI1BR,까사델피노펜션C동
d_d007968,POI01000000B357SE,물메초교물메관
d_d001644,POI010000006VVH7G,르네상스호텔
d_d003628,POI01000000B30PQP,파라다이스호텔
d_d004849,POI01000000EHG9GW,성산일출봉
d_d002994,POI01000000C12IJC,동탄린스트라우스더레이크아파트/105동
d_d000494,POI01000000AL9USM,백통신원제주리조트227동
d_d006170,POI010000006VWNAQ,동문시장고객지원센터
d_d001350,POI01000000EBP6S8,삼성혈유료주차장
d_d002318,POI01000000BSCMVS,메종글래드제주호텔
d_d001934,POI010000006VVQHZ,제주스테이호텔
d_d002934,POI01000000BZ1UNO,루체빌리조트
b_b006017,POI01000000B5G2RL,수린나
d_d004179,POI01000000C9M2UZ,더빌
d_d002564,POI01000000ALZU7R,삼일공업고테니
d_d009193,POI01000000C2AONV,서귀포강정상록아파트/102동
d_d005974,POI0100000078TG1L,제주비스타케이호텔
d_d007149,POI01000000B33GYR,카페세바
d_d003845,POI01000000ALA6PW,호텔썬비치
d_d003719,POI01000000AM8QPF,곤지암화담숲
d_d003932,POI010000006W8KI8,해비치호텔앤리조트
d_d002934,POI01000000B31L84,본태박물관
d_d010245,POI01000000EG7TC2,아르떼뮤지엄
d_d000092,POI010000007UPRV8,카페보롬왓
a_a001388,POI01000000B5OOC0,세영프라자
d_d005165,POI01000000EG5R0M,대풍미락정육식당
d_d009822,POI0100000078LI3H,호텔BnB
d_d002703,POI01000000C19NUZ,금호아파트/103동
d_d001124,POI010000006VTP2H,제주곶자왈도립공원탐방안내소
d_d001288,POI01000000BSCOA9,풍인해운
d_d006060,POI010000006VSV2M,금능어촌계복지회관
d_d009002,POI01000000ALBVGD,제주신화월드테마파크
d_d002181,POI01000000C0OM1J,동부센트레빌1단지아파트/105동
d_d002598,POI01000000ALBIRB,9.81파크
a_a000047,POI01000000B5G585,PARADISECITY
a_a002374,POI010000006K8M7N,1
d_d001444,POI0100000078K814,제주조천스위스마을116동
d_d006921,POI01000000B31UKP,아길라호텔
d_d005254,POI01000000BSCGYP,서귀포시공영주차장
d_d002213,POI010000006GH8DK,럼스하우스모텔
d_d001198,POI01000000BSCGYP,서귀포시공영주차장
d_d002305,POI01000000EG5KXC,성미가든
d_d011170,POI01000000B3253K,명진전복
d_d007152,POI010000006VSVBV,협재회관
d_d000161,POI01000000B30FYN,영빈횟집펜션
d_d002317,POI01000000CDA5OO,하고수동해수욕장버스정류장
d_d001735,POI010000006VSVCW,해조대펜션
d_d001240,POI0100000078R507,호텔휘슬작
d_d009485,POI01000000C9I7GM,연동가나타운
d_d010310,POI01000000BXY5Z6,연진아파트
d_d008022,POI01000000EG7PCY,롯데호텔제주
d_d009788,POI01000000C9JSG8,빌라더모스트
d_d003313,POI01000000BZ14IT,창열사
d_d010383,POI01000000EG57XZ,시민빌딩
d_d006281,POI010000006W3ME1,화신빌딩
a_a011008,POI01000000B5FUVG,을왕호텔
d_d001682,POI010000006VWNAQ,동문시장고객지원센터
d_d010373,POI0100000078TG1L,제주비스타케이호텔
d_d009748,POI0100000078QHZH,제주비치호텔함덕
d_d001586,POI010000006W0YHD,제주하귀휴먼시아1단지아파트/하귀휴먼시아어린이집
a_a004572,POI01000000BGJ8DR,한국산업기술대학교/제2기숙사
d_d000411,POI01000000EG7ZOK,트로이테마농원
a_a011233,POI01000000ALMUBI,제부모세농장
d_d000162,POI010000006PRKOQ,플로채
a_a015790,POI01000000C3U5EO,영종오션솔레뷰
d_d010266,POI010000006VRRDS,소낭게스트하우스
d_d006357,POI01000000B30TDG,케니스토리호텔
d_d005896,POI01000000B2TOE4,유림회관완판본문화관
d_d001682,POI01000000C9GSB0,대경엘리시아4동
d_d000178,POI010000008ZWI8P,카니발노래주점
d_d004738,POI01000000EBRRFI,이호테우해수욕장
d_d009543,POI01000000BZ21T2,대오아파트
d_d006711,POI0100000078KJ2G,봄그리고가을리조트
c_c003326,POI01000000B3F7TP,엘도라도리조트
d_d002985,POI01000000ALLP45,호매실금호어울림에듀포레아파트
d_d002432,POI01000000EBU51L,도들봉공원
d_d001982,POI010000006VRQWA,김녕휴게소
d_d001554,POI01000000C531VC,다이하우스
d_d003736,POI01000000ALCGP8,월정첼로펜션
d_d001662,POI010000006VSVBV,협재회관
